3.91,-3.15,3.73,-3.23
3.42,-2.89,3.70,-3.20
4.62,-3.30,3.79,-3.21
3.71,-2.63,3.78,-3.15
3.39,-3.11,3.74,-3.15
3.53,-3.21,3.72,-3.15
3.84,-2.93,3.73,-3.13
3.91,-3.28,3.75,-3.15
3.98,-3.14,3.77,-3.15
3.35,-3.37,3.73,-3.17
4.75,-2.89,3.83,-3.14
3.75,-3.21,3.83,-3.15
3.81,-3.09,3.82,-3.14
3.52,-3.18,3.79,-3.14
3.70,-3.43,3.78,-3.17
3.88,-3.28,3.79,-3.18
4.06,-3.01,3.82,-3.17
4.24,-3.15,3.86,-3.16
3.83,-3.22,3.86,-3.17
3.78,-3.18,3.85,-3.17
3.91,-3.41,3.86,-3.19
3.51,-2.93,3.82,-3.17
3.87,-3.30,3.83,-3.18
3.78,-3.25,3.82,-3.19
4.32,-2.97,3.87,-3.17
3.25,-3.39,3.81,-3.19
3.74,-3.13,3.80,-3.18
3.90,-3.27,3.81,-3.19
3.83,-3.49,3.81,-3.22
3.88,-2.80,3.82,-3.18
3.63,-3.13,3.80,-3.17
3.81,-3.22,3.80,-3.18
3.42,-3.07,3.76,-3.17
3.99,-2.58,3.79,-3.11
3.85,-3.14,3.79,-3.11
4.21,-3.16,3.83,-3.12
4.27,-2.96,3.88,-3.10
3.92,-3.12,3.88,-3.10
3.85,-3.31,3.88,-3.13
3.65,-3.45,3.86,-3.16
3.63,-3.12,3.83,-3.15
3.83,-2.93,3.83,-3.13
3.81,-3.09,3.83,-3.13
4.10,-2.83,3.86,-3.10
2.87,-2.92,3.76,-3.08
3.85,-3.31,3.77,-3.10
3.36,-3.12,3.73,-3.10
4.10,-3.24,3.76,-3.12
3.78,-3.56,3.77,-3.16
3.84,-3.35,3.77,-3.18
3.75,-3.26,3.77,-3.19
3.72,-3.03,3.77,-3.17
3.71,-3.49,3.76,-3.20
3.77,-3.29,3.76,-3.21
3.62,-3.13,3.75,-3.20
3.54,-3.21,3.73,-3.20
3.71,-2.78,3.73,-3.16
3.78,-3.31,3.73,-3.18
4.10,-3.46,3.77,-3.20
4.59,-3.18,3.85,-3.20
3.81,-3.14,3.85,-3.20
3.82,-3.08,3.84,-3.18
3.71,-3.07,3.83,-3.17
3.82,-3.16,3.83,-3.17
3.65,-3.01,3.81,-3.16
3.36,-3.27,3.77,-3.17
4.06,-3.53,3.80,-3.20
3.78,-3.22,3.79,-3.20
3.93,-3.25,3.81,-3.21
3.74,-3.11,3.80,-3.20
3.39,-3.12,3.76,-3.19
3.66,-3.43,3.75,-3.22
3.79,-3.19,3.75,-3.21
3.84,-3.39,3.76,-3.23
4.22,-2.97,3.81,-3.21
3.73,-3.25,3.80,-3.21
3.71,-2.95,3.79,-3.18
3.61,-3.16,3.77,-3.18
5.46,-2.99,3.94,-3.16
4.99,-3.50,4.05,-3.20
3.90,-3.25,4.03,-3.20
3.12,-3.25,3.94,-3.21
15.48,8.77,5.09,-2.01
2.91,-1.73,4.88,-1.98
3.25,-4.33,4.71,-2.22
1.72,-5.97,4.41,-2.59
1.71,-2.79,4.14,-2.61
-5.54,-3.40,3.18,-2.69
5.34,-7.25,3.39,-3.15
2.68,-1.47,3.32,-2.98
-2.46,6.77,2.74,-2.00
-0.80,-0.88,2.39,-1.89
0.66,3.83,2.22,-1.32
-4.19,1.10,1.58,-1.08
4.58,-3.64,1.88,-1.33
2.75,0.22,1.96,-1.18
3.39,-11.64,2.11,-2.22
8.29,-14.69,2.72,-3.47
3.39,-19.46,2.79,-5.07
-2.49,-21.91,2.26,-6.75
1.71,-33.12,2.21,-9.39
2.41,-32.22,2.23,-11.67
2.97,-39.17,2.30,-14.42
3.08,-39.08,2.38,-16.89
4.42,-38.65,2.58,-19.07
3.78,-41.85,2.70,-21.34
3.67,-44.40,2.80,-23.65
8.81,-49.23,3.40,-26.21
6.65,-47.97,3.73,-28.38
5.69,-52.77,3.92,-30.82
3.39,-50.18,3.87,-32.76
3.65,-55.20,3.85,-35.00
6.43,-55.13,4.10,-37.02
3.93,-56.80,4.09,-38.99
4.73,-55.48,4.15,-40.64
4.95,-58.62,4.23,-42.44
6.07,-56.02,4.42,-43.80
5.42,-49.82,4.52,-44.40
2.68,-45.64,4.33,-44.52
4.15,-34.06,4.31,-43.48
4.37,-26.90,4.32,-41.82
1.89,-24.53,4.08,-40.09
0.25,-18.56,3.69,-37.94
-1.11,-13.10,3.21,-35.45
-0.36,-8.01,2.86,-32.71
1.43,-4.26,2.71,-29.86
2.38,-5.89,2.68,-27.47
-0.96,2.25,2.32,-24.50
1.86,1.67,2.27,-21.88
2.55,6.73,2.30,-19.02
3.84,12.23,2.45,-15.89
2.08,15.73,2.42,-12.73
1.17,20.54,2.29,-9.40
2.24,25.46,2.29,-5.92
3.79,34.39,2.44,-1.89
3.37,35.57,2.53,1.86
2.49,39.10,2.53,5.58
1.63,38.78,2.44,8.90
2.64,38.32,2.46,11.84
3.57,36.95,2.57,14.35
3.18,37.01,2.63,16.62
2.10,36.65,2.58,18.62
2.91,37.17,2.61,20.48
4.20,37.38,2.77,22.17
3.28,38.48,2.82,23.80
4.33,35.18,2.97,24.94
2.89,35.96,2.96,26.04
2.90,35.47,2.96,26.98
2.90,34.61,2.95,27.75
2.80,28.56,2.94,27.83
3.18,27.36,2.96,27.78
3.17,22.70,2.98,27.27
4.10,16.44,3.09,26.19
3.87,13.63,3.17,24.93
3.57,8.48,3.21,23.29
3.22,4.44,3.21,21.40
3.05,-1.72,3.20,19.09
2.87,-4.29,3.16,16.75
1.87,-5.34,3.03,14.54
2.69,-2.88,3.00,12.80
3.16,-2.94,3.02,11.23
2.92,-6.26,3.01,9.48
7.32,-12.68,3.44,7.26
3.48,-15.53,3.44,4.98
4.82,-21.67,3.58,2.32
5.94,-29.49,3.82,-0.86
5.68,-30.19,4.00,-3.79
4.71,-37.21,4.07,-7.14
4.42,-41.01,4.11,-10.52
6.31,-39.74,4.33,-13.45
5.65,-43.87,4.46,-16.49
4.09,-44.84,4.42,-19.32
4.68,-44.41,4.45,-21.83
5.36,-46.71,4.54,-24.32
6.65,-46.86,4.75,-26.57
6.47,-45.82,4.92,-28.50
5.93,-45.85,5.02,-30.23
4.14,-46.59,4.94,-31.87
5.32,-47.73,4.97,-33.46
5.13,-48.40,4.99,-34.95
4.73,-46.70,4.96,-36.12
4.70,-47.30,4.94,-37.24
3.31,-45.82,4.77,-38.10
4.33,-42.97,4.73,-38.59
4.45,-37.55,4.70,-38.48
3.56,-25.82,4.59,-37.22
4.55,-21.32,4.58,-35.63
4.63,-17.73,4.59,-33.84
0.44,-8.79,4.17,-31.33
3.48,-6.54,4.10,-28.85
3.01,-8.18,3.99,-26.79
3.54,-6.31,3.95,-24.74
0.13,5.92,3.57,-21.67
2.02,6.77,3.41,-18.83
2.87,9.88,3.36,-15.96
3.31,16.77,3.35,-12.68
1.52,22.43,3.17,-9.17
0.96,24.60,2.95,-5.80
-0.95,27.66,2.56,-2.45
-4.48,39.66,1.86,1.76
-0.99,39.95,1.57,5.58
-2.07,39.68,1.21,8.99
-0.78,38.75,1.01,11.97
-1.51,39.86,0.76,14.76
-1.02,39.27,0.58,17.21
-0.31,33.90,0.49,18.88
3.07,26.28,0.75,19.62
3.18,20.74,0.99,19.73
3.75,12.78,1.27,19.03
4.02,9.02,1.54,18.03
4.73,0.36,1.86,16.27
5.05,-4.11,2.18,14.23
4.99,-6.17,2.46,12.19
2.92,-9.26,2.51,10.04
3.69,-14.55,2.63,7.58
3.90,-24.33,2.75,4.39
2.14,-34.78,2.69,0.47
3.39,-39.75,2.76,-3.55
1.06,-42.89,2.59,-7.48
1.91,-46.16,2.52,-11.35
2.66,-48.49,2.54,-15.06
5.20,-48.35,2.80,-18.39
3.06,-49.48,2.83,-21.50
3.64,-50.32,2.91,-24.38
3.45,-49.92,2.96,-26.94
0.56,-41.61,2.72,-28.40
1.31,-38.91,2.58,-29.45
2.34,-27.91,2.56,-29.30
0.31,-21.38,2.33,-28.51
-0.56,-13.99,2.04,-27.06
-2.63,-11.56,1.58,-25.51
2.57,-8.93,1.68,-23.85
1.97,-6.51,1.71,-22.12
3.36,-2.53,1.87,-20.16
-0.12,6.03,1.67,-17.54
1.96,17.92,1.70,-13.99
1.78,13.89,1.71,-11.20
-0.06,28.30,1.53,-7.25
2.10,31.76,1.59,-3.35
0.07,39.88,1.44,0.97
-1.33,47.06,1.16,5.58
-0.57,45.18,0.99,9.54
-1.53,45.57,0.74,13.14
-3.45,50.37,0.32,16.87
0.14,44.67,0.30,19.65
1.39,44.38,0.41,22.12
1.61,33.87,0.53,23.29
3.86,24.19,0.86,23.38
5.61,13.83,1.34,22.43
3.63,7.06,1.57,20.89
2.18,-4.22,1.63,18.38
8.65,-11.43,2.33,15.40
2.41,-1.69,2.34,13.69
3.89,-4.52,2.49,11.87
3.90,-4.41,2.63,10.24
1.78,1.88,2.55,9.41
1.35,0.57,2.43,8.52
1.40,2.66,2.33,7.94
-16.66,12.71,0.43,8.41
1.98,-4.53,0.58,7.12
4.65,-8.92,0.99,5.51
4.33,-4.16,1.32,4.55
4.22,-3.14,1.61,3.78
4.42,-3.22,1.89,3.08
4.78,-2.91,2.18,2.48
4.89,-3.23,2.45,1.91
4.45,-4.10,2.65,1.31
4.93,-3.31,2.88,0.85
4.03,-2.88,3.00,0.47
4.17,-3.09,3.11,0.12
